KGAS_ID,SURVEY,redshift,ba,sersic_n,Re_arcsec,Re_kpc
160,MANGA,0.04023349657654762,0.3773553669452667,1.1700893640518188,5.501466751098633,4.377746890133795
161,MANGA,0.0408579483628273,0.9268551468849182,0.6142985820770264,3.924255609512329,3.1688012614495102
162,MANGA,0.0457548052072525,0.8059588074684143,2.5452451705932617,5.357532501220703,4.816512042664533
163,MANGA,0.04198777675628662,0.590886652469635,0.9765108227729797,3.128347873687744,2.5924752190168956
164,MANGA,0.04379570111632347,0.5105239748954773,1.182235836982727,3.303152322769165,2.8490654979560963
165,MANGA,0.0419994592666626,0.581763505935669,1.7939716577529907,2.739349842071533,2.2707109320630905
166,MANGA,0.0409393310546875,0.6645327210426331,6.0,3.1937036514282227,2.5837732758466907
167,MANGA,0.05034441128373146,0.7846904993057251,1.061476469039917,8.198241233825684,8.0656459807692
168,MANGA,0.0535743348300457,0.7763018012046814,3.0536320209503174,5.602877140045166,5.843535786783094
169,MANGA,0.05186348780989647,0.6312170028686523,6.0,2.952789783477783,2.9873120090669736
170,MANGA,0.050207074731588364,0.2986010015010834,0.761478841304779,7.123045444488525,6.989859776320437
171,MANGA,0.05127329379320145,0.7269580960273743,3.922607421875,2.714207172393799,2.716588364175226
172,MANGA,0.05255352333188057,0.8242712616920471,4.8248515129089355,3.9557108879089355,4.051895790797029
173,MANGA,0.05201871693134308,0.8485095500946045,4.143286228179932,4.497058868408203,4.562415081882248
174,MANGA,0.04949864372611046,0.5324151515960693,1.6880162954330444,4.176547527313232,4.044017378166617
175,MANGA,0.04784030467271805,0.7459113597869873,1.3826643228530884,8.05858039855957,7.55628911036016
176,MANGA,0.047419942915439606,0.9369534850120544,6.0,2.6624789237976074,2.475824537418297
177,MANGA,0.030993763357400894,0.7705128788948059,6.0,6.434465408325195,3.9881302817085804
178,MANGA,0.032185617834329605,0.3357444405555725,0.5747962594032288,5.883476257324219,3.7814453223020097
179,MANGA,0.03203028813004494,0.7483493089675903,2.114361524581909,3.2465028762817383,2.076918512348022
180,MANGA,0.029050404205918312,0.6397513747215271,1.600514531135559,5.056659698486328,2.944498954585365
181,MANGA,0.030651485547423363,0.9688848257064819,6.0,2.604586601257324,1.5971701866485857
182,MANGA,0.03031061217188835,0.48442408442497253,2.297635078430176,8.881991386413574,5.388197926994794
183,MANGA,0.030251912772655487,0.6754623651504517,3.5473434925079346,9.792084693908691,5.929213332043704
184,MANGA,0.031993452459573746,0.5595749616622925,2.799490213394165,3.7464025020599365,2.3940738186067354
185,MANGA,0.030569924041628838,0.8233726620674133,2.0155675411224365,3.564857244491577,2.180418527231582
186,MANGA,0.028333276510238647,0.7118669152259827,6.0,5.1623992919921875,2.934391212489947
187,MANGA,0.03201981633901596,0.8163203597068787,3.341743230819702,10.275602340698242,6.5716495647208
188,MANGA,0.030838046222925186,0.2151666134595871,0.9407920241355896,8.928412437438965,5.507122908287095
189,MANGA,0.03245946019887924,0.7191236615180969,2.2688791751861572,3.7253329753875732,2.4139365069589807
190,SAMI,0.05898,0.43310934,2.3361,3.6434608,4.156782384788325
191,SAMI,0.05799,0.7452291,1.3273,1.8116695,2.0345902983326916
192,SAMI,0.05727,0.86053291,3.1233,1.8680896,2.0736636610408046
193,SAMI,0.0584,0.55435207,1.2277,5.5861044,6.314762105657298
194,SAMI,0.05796,0.6577773,4.0691,2.51967,2.8283443409332323
195,MANGA,0.059716030955314636,0.90461665391922,2.801403522491455,3.363084077835083,3.881420958605363
196,MANGA,0.058949410915374756,0.6507207751274109,1.2413759231567383,5.653840065002441,6.447287726013116
197,SAMI,0.05857,0.6958257299999999,2.8955,4.7514596,5.385802141490068
198,SAMI,0.05647,0.3297154,2.3487,5.701777,6.246707072674952
199,SAMI,0.05629,0.4797517,1.1117,6.0193014,6.574953330349026
200,SAMI,0.05032,0.82327165,3.3007,1.0821085,1.0641214349497665
201,SAMI,0.0533,0.78742468,3.0662,1.3100368,1.3597508219109342
202,SAMI,0.04982,0.3205574,0.6277,3.5684965,3.476369572832346
203,SAMI,0.04773,0.79036431,3.6613,1.4090565,1.3183561565598771
204,SAMI,0.05363,0.3070203,1.0505,4.350323,4.54159657746578
205,SAMI,0.04907,0.5917523,3.828,4.5835147,4.401873647467801
206,SAMI,0.05325,0.6997093,0.8098,6.7959366,7.047632047921374
207,SAMI,0.05344,0.80717812,0.9151,3.3628483,3.4990527702445946
208,SAMI,0.05329,0.83248535,4.5813,0.9802381,1.0172578676731976
209,SAMI,0.05303,0.36179819999999996,0.9861,3.3071806,3.416384700019381
210,SAMI,0.04171,0.82025267,3.1365,2.761682,2.2742290756664354
211,SAMI,0.04174,0.99975746218,1.5497,3.3687263,2.7760226436049864
212,SAMI,0.03977,0.73596206,2.1251,4.855708,3.8214882212011125
213,SAMI,0.03986,0.80360445,5.3549,4.992345,3.9374916830960087
214,SAMI,0.04212,0.6666205199999999,5.0815,3.3752205,2.805426111188556
215,SAMI,0.04101,0.79369316,0.8773,6.90698,5.597066213437342
216,SAMI,0.04051,0.45133024,2.8356,4.264285,3.415463969946234
217,SAMI,0.03885,0.78919327,3.3886,3.6802037,2.8324603362904095
218,SAMI,0.03938,0.87397663,1.3816,7.128563,5.557814798631963
219,MANGA,0.023351775482296944,0.7203653454780579,6.0,7.489938259124756,3.529974561680032
220,MANGA,0.021518124267458916,0.9920148253440857,2.9235143661499023,9.653731346130371,4.2017837255630965
221,MANGA,0.0204064529389143,0.8694947957992554,0.8466408848762512,5.302491188049316,2.191616353449921
222,MANGA,0.021396910771727562,0.5251544713973999,1.9051579236984253,4.553553104400635,1.9710566265682516
223,MANGA,0.020075803622603416,0.3936658799648285,1.6692293882369995,7.087162971496582,2.8829419420284212
224,MANGA,0.02300071157515049,0.7150644659996033,3.9559075832366943,6.9604716300964355,3.232490076858487
225,MANGA,0.022915268316864967,0.7478992342948914,4.12046480178833,3.6204967498779297,1.6753097537573167
226,MANGA,0.021579904481768608,0.5689811706542969,1.1393840312957764,5.6264567375183105,2.4557615247756805
227,MANGA,0.020946944132447243,0.491890013217926,4.851112365722656,4.963687419891357,2.104547130863371
228,MANGA,0.023828724399209023,0.545121431350708,2.5084521770477295,3.3858368396759033,1.627385996908505
229,MANGA,0.023577863350510597,0.907872200012207,6.0,1.7488986253738403,0.8320015778960139
230,MANGA,0.025902990251779556,0.7193595170974731,0.8302006721496582,7.133518218994141,3.7178555299022533
231,MANGA,0.023883050307631493,0.7936992049217224,1.373550534248352,5.740342617034912,2.765176952112454
232,MANGA,0.021016694605350494,0.5558670163154602,1.5825560092926025,4.984825134277344,2.1203683872241172
233,MANGA,0.0207892544567585,0.7718031406402588,6.0,3.218187093734741,1.3544608650703325
234,MANGA,0.024166302755475044,0.9644122123718262,6.0,6.006249904632568,2.9265819839706992
235,MANGA,0.023437172174453735,0.5538551211357117,3.161693811416626,3.516388416290283,1.6631475204253119
236,MANGA,0.022693205624818802,0.708441972732544,6.0,4.264674186706543,1.9547896137501999
237,MANGA,0.0260016992688179,0.6730132102966309,0.8922876119613647,5.838963508605957,3.0543917220421353
238,MANGA,0.02433984912931919,0.42113903164863586,3.797144651412964,9.498815536499023,4.660619109542183
239,MANGA,0.025259070098400116,0.322836697101593,1.179850459098816,10.184432983398438,5.179999036477945
240,MANGA,0.023110538721084595,0.6462666392326355,5.908415794372559,4.583977222442627,2.1387118066526716
241,MANGA,0.021046044304966927,0.35741621255874634,1.4607139825820923,9.167242050170898,3.904727824548104
242,SAMI,0.05128,0.76665194,2.8058,2.327697,2.3300253256122874
243,SAMI,0.05279,0.78152844,3.1961,2.8783565,2.9607838146663004
244,SAMI,0.05311,0.5789735,0.9309,2.1353652,2.2089944321864614
245,MANGA,0.050482988357543945,0.5813292860984802,3.095654249191284,3.6629977226257324,3.6130804694192853
246,SAMI,0.0528,0.5257295,2.1159,2.5581067,2.631830383218962
247,SAMI,0.0538,0.6035225399999999,2.1455,3.4265568,3.5878330530378615
248,SAMI,0.05347,0.7491387,1.891,5.4270897,5.649871268614369
249,SAMI,0.05294,0.6466567999999999,3.038,3.5981514,3.7110500053178934
250,SAMI,0.05349,0.80923118,3.4692,4.525155,4.712562916866657
251,MANGA,0.05416622757911682,0.4116600453853607,0.6656412482261658,7.642369747161865,8.053056550052126
251,MANGA,0.05416622757911682,0.4116600453853607,0.6656412482261658,7.642369747161865,8.053056550052126
252,SAMI,0.03704,0.6419546300000001,2.754,4.7603736,3.5006722085509403
253,SAMI,0.03456,0.75355263,3.3052,9.608915,6.6126450378597355
254,SAMI,0.03464,0.93264131,1.2507,5.527403,3.8122780352353915
255,SAMI,0.03681,0.6333875,0.9621,4.357722,3.185547633245084
256,MANGA,0.03543177619576454,0.8903688788414001,5.54940938949585,2.28354549407959,1.609447528308078
257,MANGA,0.033942896872758865,0.6852223873138428,2.8158955574035645,6.213712692260742,4.202889264289729
258,SAMI,0.03477,0.2170535,1.8532,8.463513,5.8583236448388245
259,SAMI,0.03988,0.84320708,0.6762,4.3420305,3.4262214354857643
260,MANGA,0.04023776203393936,0.31576967239379883,0.6100991368293762,6.261768341064453,4.983253543604916
261,SAMI,0.05441,0.58747554,1.6938,3.4690073,3.6708192783877402
262,SAMI,0.05706,0.58741298,0.873,3.9286218,4.3460322543001295
263,SAMI,0.05257,0.8582364,5.9245,2.4572034,2.5176914790906797
264,SAMI,0.05484,0.22352092999999995,0.6368,5.202787,5.5461552970287675
265,SAMI,0.0545,0.46856260000000005,1.1477,6.047434,6.409151551763537
266,SAMI,0.05331,0.991118945,1.8445,4.560983,4.734898007544762
267,SAMI,0.054,0.88614786,4.2328,1.870489,1.9653428056426896
268,SAMI,0.05584,0.5983104,1.1655,7.219808,7.827389884813465
269,SAMI,0.05401,0.6966336399999999,3.6323,3.0712647,3.2275701457284063
270,SAMI,0.05468,0.81209779,3.7563,1.8960545,2.015672202563455
271,SAMI,0.04244,0.8516726,1.2749,1.1568308,0.9684742903009586
272,SAMI,0.0439,0.77838826,1.6206,2.3259165,2.0106992703219406
273,SAMI,0.044,0.36965596999999994,1.1227,3.2683637,2.8315216771227276
274,SAMI,0.04358,0.49318839999999997,0.9145,4.7191253,4.051375528945364
275,SAMI,0.04317,0.56415498,1.1267,7.5027256,6.383615205434103
276,SAMI,0.04219,1.0,2.3578,3.5103385,2.9223393831536177
277,SAMI,0.04096,0.81662504,0.8704,1.7373,1.4061871250245104
278,SAMI,0.04228,0.80957802,1.0941,3.4726663,2.896834118311606
279,SAMI,0.0431,0.4032542,0.6243,4.2442546,3.605624179690394
280,SAMI,0.0432,0.891407564,3.7801,1.325867,1.1288436538975315
281,MANGA,0.0435447096824646,0.6647374629974365,2.804161548614502,2.0258629322052,1.7378706697718227
282,SAMI,0.04349,0.2397509,1.1122,5.4031677,4.629542906873519
283,SAMI,0.04304,0.6256802,0.9558,3.5915384,3.0470918166726033
284,MANGA,0.04461200162768364,0.6096309423446655,0.7180181741714478,8.236659049987793,7.229756036389174
285,MANGA,0.04273419827222824,0.5549867749214172,1.5535600185394287,5.684135913848877,4.789948222026974
286,SAMI,0.04276,0.32417450000000003,1.1924,4.6256275,3.900190511732503
287,SAMI,0.04304,0.87756375,2.0067,7.6373496,6.479592552101845
288,SAMI,0.04343,0.6885447,3.1361,1.600696,1.369714156949295
289,SAMI,0.04278,0.79192463,4.1288,2.223523,1.875640225000341
290,SAMI,0.04278,0.23835240000000002,0.7548,6.7090654,5.659394095045566
291,MANGA,0.03704969584941864,0.9348263740539551,1.004776120185852,7.019960403442383,5.163613291673223
292,MANGA,0.03468359634280205,0.8873425126075745,6.0,6.162953853607178,4.2557483449892315
293,MANGA,0.035251740366220474,0.8010967373847961,5.959539890289307,1.7098274230957031,1.199224740660375
294,MANGA,0.03481065854430199,0.4101594090461731,0.9087939858436584,3.6830267906188965,2.5521958393513415
295,MANGA,0.03780859336256981,0.8933756947517395,1.92711341381073,2.3546016216278076,1.7658293911703071
296,MANGA,0.033732231706380844,0.8231256008148193,1.8966039419174194,3.023331880569458,2.03277026588785
297,MANGA,0.03643089160323143,0.2728399932384491,0.7701467871665955,7.784907817840576,5.634803523430458
298,MANGA,0.037581391632556915,0.6877126097679138,1.3231159448623657,6.464354991912842,4.8201067903536705
299,MANGA,0.037671808153390884,0.8510479927062988,0.6983960866928101,2.4726202487945557,1.8479303631895707
300,MANGA,0.03407233953475952,0.9219130873680115,1.5865124464035034,8.265369415283203,5.611058637959962
301,SAMI,0.05197,0.7550144,1.0757,3.7213707,3.7721353206981845
302,SAMI,0.05134,0.50175446,1.1119,2.3271236,2.3320113236881306
303,SAMI,0.05266,1.0,1.9308,4.020256,4.125834196944743
